"Species","Route","Model","TrainWeighting","Point","PosteriorMedian","CrI_lower","CrI_upper","PI_lower","PI_upper","HasResponseData","AnyMissingPredictorSite","UnseenEncodedCategory","AnyMissingInputSite","UnseenRawResidue","CombinationSeenInTraining","FixedEffectEstimable","Site151OutsideTrainingDomain","ApplicabilityStatus","WarningCodes","PredictionTarget","TestOnly"
"synthetic_02","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","Pr_HIGH",TRUE
"synthetic_03","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","Pr_HIGH",TRUE
"synthetic_04","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","Pr_HIGH",TRUE
"synthetic_05","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","Pr_HIGH",TRUE
"synthetic_06","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","Pr_HIGH",TRUE
"synthetic_07","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_08","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_09","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_10","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_11","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_12","binary","Null","species_equal",0.499007327912378,0.500317513983286,0.357410459909966,0.634148334485985,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","Pr_HIGH",TRUE
"synthetic_01","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_02","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_03","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_04","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_05","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_06","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"unlabelled_projection","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_07","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_08","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_09","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_10","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_11","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_12","joint_bb","Null","species_equal",0.511198986702003,0.510107053333926,0.457970070992041,0.561522803984836,0.123955666849733,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_01","binary","M1","species_equal",0.513099420116958,0.52139964533204,0.166830743890357,0.850730976612991,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_02","binary","M1","species_equal",0.513099420116958,0.52139964533204,0.166830743890357,0.850730976612991,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_03","binary","M1","species_equal",0.513099420116958,0.52139964533204,0.166830743890357,0.850730976612991,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_04","binary","M1","species_equal",0.513099420116958,0.52139964533204,0.166830743890357,0.850730976612991,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_05","binary","M1","species_equal",0.480838059995315,0.478104278268116,0.225778391430797,0.74058167096938,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_06","binary","M1","species_equal",0.480838059995315,0.478104278268116,0.225778391430797,0.74058167096938,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_07","binary","M1","species_equal",0.481354048331941,0.484942872556205,0.330527485555196,0.645384486569986,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_08","binary","M1","species_equal",0.481354048331941,0.484942872556205,0.330527485555196,0.645384486569986,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_09","binary","M1","species_equal",0.488638118823428,0.484639575117722,0.256861885864573,0.719671030066658,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","Pr_HIGH",TRUE
"synthetic_10","binary","M1","species_equal",0.481354048331941,0.484942872556205,0.330527485555196,0.645384486569986,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_11","binary","M1","species_equal",0.543861189703024,0.544597377947313,0.307031880018105,0.756854444896667,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","Pr_HIGH",TRUE
"synthetic_12","binary","M1","species_equal",0.481354048331941,0.484942872556205,0.330527485555196,0.645384486569986,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"unlabelled_projection","unseen_raw_residue","Pr_HIGH",TRUE
"synthetic_01","joint_bb","M1","species_equal",0.513104330321474,0.511113565101146,0.201474034542186,0.824433687069046,0.068777549617964,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_02","joint_bb","M1","species_equal",0.513104330321474,0.511113565101146,0.201474034542186,0.824433687069046,0.068777549617964,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_03","joint_bb","M1","species_equal",0.513104330321474,0.511113565101146,0.201474034542186,0.824433687069046,0.068777549617964,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_04","joint_bb","M1","species_equal",0.513104330321474,0.511113565101146,0.201474034542186,0.824433687069046,0.068777549617964,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_05","joint_bb","M1","species_equal",0.504498482484323,0.508009709157322,0.281964925055656,0.698835712588058,0.0966178184013529,0.967012888506003,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_06","joint_bb","M1","species_equal",0.504498482484323,0.508009709157322,0.281964925055656,0.698835712588058,0.0966178184013529,0.967012888506003,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_07","joint_bb","M1","species_equal",0.503154069169609,0.501347900835754,0.448634289844063,0.564512440084992,0.0956469585305506,0.967771807156515,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_08","joint_bb","M1","species_equal",0.503154069169609,0.501347900835754,0.448634289844063,0.564512440084992,0.0956469585305506,0.967771807156515,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_09","joint_bb","M1","species_equal",0.508686976907362,0.509360406488088,0.392609330741759,0.627741092230034,0.113114171835955,0.976604360190208,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_10","joint_bb","M1","species_equal",0.503154069169609,0.501347900835754,0.448634289844063,0.564512440084992,0.0956469585305506,0.967771807156515,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_11","joint_bb","M1","species_equal",0.529273206791866,0.532354235740867,0.41315012065827,0.629975794253507,0.131108188139223,0.985818641306922,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_12","joint_bb","M1","species_equal",0.503154069169609,0.501347900835754,0.448634289844063,0.564512440084992,0.0956469585305506,0.967771807156515,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_01","binary","M2","species_equal",0.497597994771895,0.498399141130232,0.202207278830103,0.807521288633212,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_02","binary","M2","species_equal",0.497597994771895,0.498399141130232,0.202207278830103,0.807521288633212,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_03","binary","M2","species_equal",0.497597994771895,0.498399141130232,0.202207278830103,0.807521288633212,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_04","binary","M2","species_equal",0.497597994771895,0.498399141130232,0.202207278830103,0.807521288633212,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_05","binary","M2","species_equal",0.49754111332548,0.4957775599644,0.252821173947469,0.741083912795485,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_06","binary","M2","species_equal",0.49754111332548,0.4957775599644,0.252821173947469,0.741083912795485,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_07","binary","M2","species_equal",0.492640435035838,0.493444413355636,0.331828086245122,0.655581788940848,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_08","binary","M2","species_equal",0.492640435035838,0.493444413355636,0.331828086245122,0.655581788940848,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_09","binary","M2","species_equal",0.496252726660207,0.493115781788228,0.265559772619588,0.731305509413184,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","Pr_HIGH",TRUE
"synthetic_10","binary","M2","species_equal",0.492640435035838,0.493444413355636,0.331828086245122,0.655581788940848,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_11","binary","M2","species_equal",0.523313750726747,0.525132714406089,0.294452835050385,0.741697053867403,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","Pr_HIGH",TRUE
"synthetic_12","binary","M2","species_equal",0.49768815971388,0.491820639101988,0.230868107023956,0.779146295366648,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_01","joint_bb","M2","species_equal",0.507624436101475,0.518339199234879,0.188393011097908,0.800202935474112,0.0439877160192119,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_02","joint_bb","M2","species_equal",0.507624436101475,0.518339199234879,0.188393011097908,0.800202935474112,0.0439877160192119,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_03","joint_bb","M2","species_equal",0.507624436101475,0.518339199234879,0.188393011097908,0.800202935474112,0.0439877160192119,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_04","joint_bb","M2","species_equal",0.507624436101475,0.518339199234879,0.188393011097908,0.800202935474112,0.0439877160192119,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_05","joint_bb","M2","species_equal",0.504780653285918,0.508976036043589,0.262456828152658,0.708434330514416,0.0846788695428872,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_06","joint_bb","M2","species_equal",0.504780653285918,0.508976036043589,0.262456828152658,0.708434330514416,0.0846788695428872,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_07","joint_bb","M2","species_equal",0.502490606433477,0.503690886219508,0.433756904891614,0.569195947832735,0.12059394864819,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_08","joint_bb","M2","species_equal",0.502490606433477,0.503690886219508,0.433756904891614,0.569195947832735,0.12059394864819,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_09","joint_bb","M2","species_equal",0.509347590046692,0.511344570454381,0.417684740854961,0.604889485855354,0.103331157513433,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_10","joint_bb","M2","species_equal",0.502490606433477,0.503690886219508,0.433756904891614,0.569195947832735,0.12059394864819,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_11","joint_bb","M2","species_equal",0.531018310549483,0.535240485381076,0.426083115009811,0.634835303568743,0.139588658071599,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_12","joint_bb","M2","species_equal",0.512215133990422,0.513956096163792,0.412388758279182,0.608089885392496,0.117777974942692,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_01","binary","M3","species_equal",0.482863633981154,0.489090247889336,0.117543305736635,0.870767672612261,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_02","binary","M3","species_equal",0.482863633981154,0.489090247889336,0.117543305736635,0.870767672612261,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_03","binary","M3","species_equal",0.482863633981154,0.489090247889336,0.117543305736635,0.870767672612261,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_04","binary","M3","species_equal",0.482863633981154,0.489090247889336,0.117543305736635,0.870767672612261,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_05","binary","M3","species_equal",0.477476954595237,0.479254955546687,0.173077525247741,0.801684576774256,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_06","binary","M3","species_equal",0.477476954595237,0.479254955546687,0.173077525247741,0.801684576774256,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_07","binary","M3","species_equal",0.476673144966194,0.477976308410239,0.291054825090209,0.686462302631128,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_08","binary","M3","species_equal",0.476673144966194,0.477976308410239,0.291054825090209,0.686462302631128,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_09","binary","M3","species_equal",0.497731510896467,0.497466660339822,0.29013850554415,0.71084487696573,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","Pr_HIGH",TRUE
"synthetic_10","binary","M3","species_equal",0.497339599761502,0.492921090402123,0.293580977781725,0.708185738828169,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","Pr_HIGH",TRUE
"synthetic_11","binary","M3","species_equal",0.531534881247146,0.528266809996644,0.30462160329703,0.755058222886211,,,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","Pr_HIGH",TRUE
"synthetic_12","binary","M3","species_equal",0.495122776210762,0.502224474773237,0.217794561053211,0.781479693135632,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","Pr_HIGH",TRUE
"synthetic_01","joint_bb","M3","species_equal",0.501325588551131,0.501262845595703,0.137559874575965,0.841367161409505,0.0426150582136788,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_02","joint_bb","M3","species_equal",0.501325588551131,0.501262845595703,0.137559874575965,0.841367161409505,0.0426150582136788,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_03","joint_bb","M3","species_equal",0.501325588551131,0.501262845595703,0.137559874575965,0.841367161409505,0.0426150582136788,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_04","joint_bb","M3","species_equal",0.501325588551131,0.501262845595703,0.137559874575965,0.841367161409505,0.0426150582136788,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_05","joint_bb","M3","species_equal",0.496746240380541,0.486900733286652,0.226004588113389,0.76139565597513,0.0580510435990573,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_06","joint_bb","M3","species_equal",0.496746240380541,0.486900733286652,0.226004588113389,0.76139565597513,0.0580510435990573,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"unlabelled_projection","unseen_category;unseen_raw_residue;unseen_combination;fixed_effect_not_estimable","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_07","joint_bb","M3","species_equal",0.498722056019349,0.499740295992661,0.414870565994329,0.588489923893625,0.112748548995125,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_08","joint_bb","M3","species_equal",0.498722056019349,0.499740295992661,0.414870565994329,0.588489923893625,0.112748548995125,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_09","joint_bb","M3","species_equal",0.511541664534465,0.510786523882912,0.40191868931165,0.637113064755021,0.118786261871546,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_10","joint_bb","M3","species_equal",0.510587607052941,0.510370635603422,0.424778545474058,0.60746269539051,0.123327484755551,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_11","joint_bb","M3","species_equal",0.535152760539504,0.534146346182504,0.439102986897391,0.636355078034645,0.141841108739733,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"review_required","missing_predictor","mean_ratio_and_future_exact_report_PI",TRUE
"synthetic_12","joint_bb","M3","species_equal",0.514210228442142,0.51382192585976,0.41233077843788,0.625393807507007,0.115800225492419,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"supported","","mean_ratio_and_future_exact_report_PI",TRUE
