"RecordID","ExperimentID","SourceID","Species","High","Model","Fold","OOFPrHigh","LevelSeenInTraining","FixedEffectEstimable"
"R26","G26","SyntheticSource_3","Synthetic_3",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R27","G27","SyntheticSource_3","Synthetic_3",1,"M1_U",1,0.260443485210231,TRUE,TRUE
"R28","G28","SyntheticSource_3","Synthetic_3",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R29","G29","SyntheticSource_3","Synthetic_3",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R30","G30","SyntheticSource_3","Synthetic_3",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R31","G31","SyntheticSource_4","Synthetic_4",1,"M1_U",2,0.278392420444997,FALSE,FALSE
"R32","G32","SyntheticSource_4","Synthetic_4",1,"M1_U",2,0.278392420444997,FALSE,FALSE
"R33","G33","SyntheticSource_4","Synthetic_4",0,"M1_U",2,0.278392420444997,FALSE,FALSE
"R34","G34","SyntheticSource_4","Synthetic_4",1,"M1_U",2,0.278392420444997,FALSE,FALSE
"R35","G35","SyntheticSource_4","Synthetic_4",1,"M1_U",2,0.278392420444997,FALSE,FALSE
"R36","G36","SyntheticSource_4","Synthetic_4",0,"M1_U",2,0.278392420444997,FALSE,FALSE
"R37","G37","SyntheticSource_4","Synthetic_4",0,"M1_U",2,0.278392420444997,FALSE,FALSE
"R38","G38","SyntheticSource_4","Synthetic_4",0,"M1_U",2,0.278392420444997,FALSE,FALSE
"R39","G39","SyntheticSource_4","Synthetic_4",0,"M1_U",2,0.278392420444997,FALSE,FALSE
"R41","G41","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R42","G42","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R43","G43","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R44","G44","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R45","G45","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R46","G46","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R47","G47","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R48","G48","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R49","G49","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R50","G50","SyntheticSource_5","Synthetic_5",1,"M1_U",2,0.621934262590636,FALSE,FALSE
"R51","G51","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R52","G52","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R53","G53","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R54","G54","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R55","G55","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R56","G56","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R57","G57","SyntheticSource_6","Synthetic_6",0,"M1_U",1,0.260443485210231,TRUE,TRUE
"R58","G58","SyntheticSource_6","Synthetic_6",1,"M1_U",1,0.260443485210231,TRUE,TRUE
"R1","G1","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R2","G2","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R3","G3","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R4","G4","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R5","G5","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R6","G6","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R7","G7","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R8","G8","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R9","G9","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R10","G10","SyntheticSource_1","Synthetic_1",0,"M1_P",2,0.406312839310689,TRUE,TRUE
"R11","G11","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R12","G12","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R13","G13","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R14","G14","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R15","G15","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R16","G16","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R17","G17","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R18","G18","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R19","G19","SyntheticSource_2","Synthetic_2",0,"M1_P",1,0.16133335173401,FALSE,FALSE
"R20","G20","SyntheticSource_2","Synthetic_2",1,"M1_P",1,0.16133335173401,FALSE,FALSE
"R21","G21","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R22","G22","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R23","G23","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R24","G24","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R25","G25","SyntheticSource_3","Synthetic_3",1,"M1_P",1,0.323396370693059,TRUE,TRUE
"R26","G26","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R27","G27","SyntheticSource_3","Synthetic_3",1,"M1_P",1,0.323396370693059,TRUE,TRUE
"R28","G28","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R29","G29","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R30","G30","SyntheticSource_3","Synthetic_3",0,"M1_P",1,0.323396370693059,TRUE,TRUE
"R31","G31","SyntheticSource_4","Synthetic_4",1,"M1_P",2,0.301982262479341,FALSE,FALSE
"R32","G32","SyntheticSource_4","Synthetic_4",1,"M1_P",2,0.301982262479341,FALSE,FALSE
"R33","G33","SyntheticSource_4","Synthetic_4",0,"M1_P",2,0.301982262479341,FALSE,FALSE
"R34","G34","SyntheticSource_4","Synthetic_4",1,"M1_P",2,0.301982262479341,FALSE,FALSE
"R35","G35","SyntheticSource_4","Synthetic_4",1,"M1_P",2,0.301982262479341,FALSE,FALSE
"R36","G36","SyntheticSource_4","Synthetic_4",0,"M1_P",2,0.301982262479341,FALSE,FALSE
"R37","G37","SyntheticSource_4","Synthetic_4",0,"M1_P",2,0.301982262479341,FALSE,FALSE
"R38","G38","SyntheticSource_4","Synthetic_4",0,"M1_P",2,0.301982262479341,FALSE,FALSE
"R39","G39","SyntheticSource_4","Synthetic_4",0,"M1_P",2,0.301982262479341,FALSE,FALSE
"R41","G41","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R42","G42","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R43","G43","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R44","G44","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R45","G45","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R46","G46","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R47","G47","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R48","G48","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R49","G49","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R50","G50","SyntheticSource_5","Synthetic_5",1,"M1_P",2,0.466399376262681,FALSE,FALSE
"R51","G51","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R52","G52","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R53","G53","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R54","G54","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R55","G55","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R56","G56","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R57","G57","SyntheticSource_6","Synthetic_6",0,"M1_P",1,0.857171838293526,TRUE,TRUE
"R58","G58","SyntheticSource_6","Synthetic_6",1,"M1_P",1,0.857171838293526,TRUE,TRUE
"R1","G1","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R2","G2","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R3","G3","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R4","G4","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R5","G5","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R6","G6","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R7","G7","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R8","G8","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R9","G9","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R10","G10","SyntheticSource_1","Synthetic_1",0,"M2_U",2,0.278971559703338,TRUE,TRUE
"R11","G11","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R12","G12","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R13","G13","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R14","G14","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R15","G15","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R16","G16","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R17","G17","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R18","G18","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R19","G19","SyntheticSource_2","Synthetic_2",0,"M2_U",1,0.669063721617675,FALSE,FALSE
"R20","G20","SyntheticSource_2","Synthetic_2",1,"M2_U",1,0.669063721617675,FALSE,FALSE
"R21","G21","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R22","G22","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R23","G23","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R24","G24","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R25","G25","SyntheticSource_3","Synthetic_3",1,"M2_U",1,0.260443485210231,TRUE,TRUE
"R26","G26","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R27","G27","SyntheticSource_3","Synthetic_3",1,"M2_U",1,0.260443485210231,TRUE,TRUE
"R28","G28","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R29","G29","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R30","G30","SyntheticSource_3","Synthetic_3",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R31","G31","SyntheticSource_4","Synthetic_4",1,"M2_U",2,0.278392420444997,FALSE,FALSE
"R32","G32","SyntheticSource_4","Synthetic_4",1,"M2_U",2,0.278392420444997,FALSE,FALSE
"R33","G33","SyntheticSource_4","Synthetic_4",0,"M2_U",2,0.278392420444997,FALSE,FALSE
"R34","G34","SyntheticSource_4","Synthetic_4",1,"M2_U",2,0.278392420444997,FALSE,FALSE
"R35","G35","SyntheticSource_4","Synthetic_4",1,"M2_U",2,0.278392420444997,FALSE,FALSE
"R36","G36","SyntheticSource_4","Synthetic_4",0,"M2_U",2,0.278392420444997,FALSE,FALSE
"R37","G37","SyntheticSource_4","Synthetic_4",0,"M2_U",2,0.278392420444997,FALSE,FALSE
"R38","G38","SyntheticSource_4","Synthetic_4",0,"M2_U",2,0.278392420444997,FALSE,FALSE
"R39","G39","SyntheticSource_4","Synthetic_4",0,"M2_U",2,0.278392420444997,FALSE,FALSE
"R41","G41","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R42","G42","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R43","G43","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R44","G44","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R45","G45","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R46","G46","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R47","G47","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R48","G48","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R49","G49","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R50","G50","SyntheticSource_5","Synthetic_5",1,"M2_U",2,0.621934262590636,FALSE,FALSE
"R51","G51","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R52","G52","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R53","G53","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R54","G54","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R55","G55","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R56","G56","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R57","G57","SyntheticSource_6","Synthetic_6",0,"M2_U",1,0.260443485210231,TRUE,TRUE
"R58","G58","SyntheticSource_6","Synthetic_6",1,"M2_U",1,0.260443485210231,TRUE,TRUE
"R1","G1","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R2","G2","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R3","G3","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R4","G4","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R5","G5","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R6","G6","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R7","G7","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R8","G8","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R9","G9","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R10","G10","SyntheticSource_1","Synthetic_1",0,"M2_P",2,0.406312839310689,TRUE,TRUE
"R11","G11","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R12","G12","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R13","G13","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R14","G14","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R15","G15","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R16","G16","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R17","G17","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R18","G18","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R19","G19","SyntheticSource_2","Synthetic_2",0,"M2_P",1,0.16133335173401,FALSE,FALSE
"R20","G20","SyntheticSource_2","Synthetic_2",1,"M2_P",1,0.16133335173401,FALSE,FALSE
"R21","G21","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R22","G22","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R23","G23","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R24","G24","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R25","G25","SyntheticSource_3","Synthetic_3",1,"M2_P",1,0.323396370693059,TRUE,TRUE
"R26","G26","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R27","G27","SyntheticSource_3","Synthetic_3",1,"M2_P",1,0.323396370693059,TRUE,TRUE
"R28","G28","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R29","G29","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R30","G30","SyntheticSource_3","Synthetic_3",0,"M2_P",1,0.323396370693059,TRUE,TRUE
"R31","G31","SyntheticSource_4","Synthetic_4",1,"M2_P",2,0.301982262479341,FALSE,FALSE
"R32","G32","SyntheticSource_4","Synthetic_4",1,"M2_P",2,0.301982262479341,FALSE,FALSE
"R33","G33","SyntheticSource_4","Synthetic_4",0,"M2_P",2,0.301982262479341,FALSE,FALSE
"R34","G34","SyntheticSource_4","Synthetic_4",1,"M2_P",2,0.301982262479341,FALSE,FALSE
"R35","G35","SyntheticSource_4","Synthetic_4",1,"M2_P",2,0.301982262479341,FALSE,FALSE
"R36","G36","SyntheticSource_4","Synthetic_4",0,"M2_P",2,0.301982262479341,FALSE,FALSE
"R37","G37","SyntheticSource_4","Synthetic_4",0,"M2_P",2,0.301982262479341,FALSE,FALSE
"R38","G38","SyntheticSource_4","Synthetic_4",0,"M2_P",2,0.301982262479341,FALSE,FALSE
"R39","G39","SyntheticSource_4","Synthetic_4",0,"M2_P",2,0.301982262479341,FALSE,FALSE
"R41","G41","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R42","G42","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R43","G43","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R44","G44","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R45","G45","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R46","G46","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R47","G47","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R48","G48","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R49","G49","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R50","G50","SyntheticSource_5","Synthetic_5",1,"M2_P",2,0.466399376262681,FALSE,FALSE
"R51","G51","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R52","G52","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R53","G53","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R54","G54","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R55","G55","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R56","G56","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R57","G57","SyntheticSource_6","Synthetic_6",0,"M2_P",1,0.857171838293526,TRUE,TRUE
"R58","G58","SyntheticSource_6","Synthetic_6",1,"M2_P",1,0.857171838293526,TRUE,TRUE
"R1","G1","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R2","G2","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R3","G3","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R4","G4","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R5","G5","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R6","G6","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R7","G7","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R8","G8","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R9","G9","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R10","G10","SyntheticSource_1","Synthetic_1",0,"M3_U",2,0.262378422413039,TRUE,TRUE
"R11","G11","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R12","G12","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R13","G13","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R14","G14","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R15","G15","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R16","G16","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R17","G17","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R18","G18","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R19","G19","SyntheticSource_2","Synthetic_2",0,"M3_U",1,0.663587689525201,FALSE,FALSE
"R20","G20","SyntheticSource_2","Synthetic_2",1,"M3_U",1,0.663587689525201,FALSE,FALSE
"R21","G21","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R22","G22","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R23","G23","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R24","G24","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R25","G25","SyntheticSource_3","Synthetic_3",1,"M3_U",1,0.382067680869039,TRUE,FALSE
"R26","G26","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R27","G27","SyntheticSource_3","Synthetic_3",1,"M3_U",1,0.382067680869039,TRUE,FALSE
"R28","G28","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R29","G29","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R30","G30","SyntheticSource_3","Synthetic_3",0,"M3_U",1,0.382067680869039,TRUE,FALSE
"R31","G31","SyntheticSource_4","Synthetic_4",1,"M3_U",2,0.266591105525539,FALSE,FALSE
"R32","G32","SyntheticSource_4","Synthetic_4",1,"M3_U",2,0.266591105525539,FALSE,FALSE
"R33","G33","SyntheticSource_4","Synthetic_4",0,"M3_U",2,0.266591105525539,FALSE,FALSE
"R34","G34","SyntheticSource_4","Synthetic_4",1,"M3_U",2,0.266591105525539,FALSE,FALSE
"R35","G35","SyntheticSource_4","Synthetic_4",1,"M3_U",2,0.266591105525539,FALSE,FALSE
"R36","G36","SyntheticSource_4","Synthetic_4",0,"M3_U",2,0.266591105525539,FALSE,FALSE
"R37","G37","SyntheticSource_4","Synthetic_4",0,"M3_U",2,0.266591105525539,FALSE,FALSE
"R38","G38","SyntheticSource_4","Synthetic_4",0,"M3_U",2,0.266591105525539,FALSE,FALSE
"R39","G39","SyntheticSource_4","Synthetic_4",0,"M3_U",2,0.266591105525539,FALSE,FALSE
"R41","G41","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R42","G42","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R43","G43","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R44","G44","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R45","G45","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R46","G46","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R47","G47","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R48","G48","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R49","G49","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R50","G50","SyntheticSource_5","Synthetic_5",1,"M3_U",2,0.57491523067663,FALSE,FALSE
"R51","G51","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R52","G52","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R53","G53","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R54","G54","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R55","G55","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R56","G56","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R57","G57","SyntheticSource_6","Synthetic_6",0,"M3_U",1,0.25721186921514,TRUE,TRUE
"R58","G58","SyntheticSource_6","Synthetic_6",1,"M3_U",1,0.25721186921514,TRUE,TRUE
"R1","G1","SyntheticSource_1","Synthetic_1",0,"M3_P",2,0.41639630547452,TRUE,TRUE
"R2","G2","SyntheticSource_1","Synthetic_1",0,"M3_P",2,0.41639630547452,TRUE,TRUE
